,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,word,frequency,country,theme,perc_freq,cluster
45181,45181,45181,45181,2005,plead,4,India,violence,0.00012848515996402416,"India, violence"
45204,45204,45204,45204,2028,grandmother,4,India,female,0.00012848515996402416,"India, female"
45230,45230,45230,45230,2054,god,4,India,male,0.00012848515996402416,"India, male"
45276,45276,45276,45276,2100,accomplice,4,India,violence,0.00012848515996402416,"India, violence"
45286,45286,45286,45286,2110,fraud,4,India,violence,0.00012848515996402416,"India, violence"
45339,45339,45339,45339,2163,weapon,4,India,violence,0.00012848515996402416,"India, violence"
45340,45340,45340,45340,2164,shooting,4,India,violence,0.00012848515996402416,"India, violence"
45349,45349,45349,45349,2173,robber,4,India,violence,0.00012848515996402416,"India, violence"
45405,45405,45405,45405,2229,secretary,4,India,female,0.00012848515996402416,"India, female"
45485,45485,45485,45485,2309,mayor,4,India,empowerment,0.00012848515996402416,"India, empowerment"
45536,45536,45536,45536,2360,badass,4,India,empowerment,0.00012848515996402416,"India, empowerment"
45539,45539,45539,45539,2363,mrs,4,India,female,0.00012848515996402416,"India, female"
45562,45562,45562,45562,2386,granddaughter,4,India,female,0.00012848515996402416,"India, female"
45602,45602,45602,45602,2426,mum,4,India,female,0.00012848515996402416,"India, female"
45606,45606,45606,45606,2430,feminine,4,India,female,0.00012848515996402416,"India, female"
45706,45706,45706,45706,2530,alcohol,3,India,violence,9.636386997301812e-05,"India, violence"
45736,45736,45736,45736,2560,active,3,India,male,9.636386997301812e-05,"India, male"
45837,45837,45837,45837,2661,strength,3,India,male,9.636386997301812e-05,"India, male"
45902,45902,45902,45902,2726,weak,3,India,female,9.636386997301812e-05,"India, female"
45916,45916,45916,45916,2740,ms,3,India,female,9.636386997301812e-05,"India, female"
45976,45976,45976,45976,2800,corruption,3,India,violence,9.636386997301812e-05,"India, violence"
46013,46013,46013,46013,2837,girls,3,India,female,9.636386997301812e-05,"India, female"
46026,46026,46026,46026,2850,aunt,3,India,female,9.636386997301812e-05,"India, female"
46033,46033,46033,46033,2857,guilty,3,India,violence,9.636386997301812e-05,"India, violence"
46158,46158,46158,46158,2982,employment,3,India,empowerment,9.636386997301812e-05,"India, empowerment"
46174,46174,46174,46174,2998,sale,3,India,female,9.636386997301812e-05,"India, female"
46181,46181,46181,46181,3005,independent,3,India,male,9.636386997301812e-05,"India, male"
46211,46211,46211,46211,3035,theft,3,India,violence,9.636386997301812e-05,"India, violence"
46267,46267,46267,46267,3091,illegal,3,India,violence,9.636386997301812e-05,"India, violence"
46292,46292,46292,46292,3116,leadership,3,India,empowerment,9.636386997301812e-05,"India, empowerment"
46322,46322,46322,46322,3146,penalty,3,India,violence,9.636386997301812e-05,"India, violence"
46464,46464,46464,46464,3288,logic,2,India,male,6.424257998201208e-05,"India, male"
46583,46583,46583,46583,3407,heroine,2,India,female,6.424257998201208e-05,"India, female"
46648,46648,46648,46648,3472,cooking,2,India,female,6.424257998201208e-05,"India, female"
46683,46683,46683,46683,3507,sir,2,India,male,6.424257998201208e-05,"India, male"
46862,46862,46862,46862,3686,armed,2,India,violence,6.424257998201208e-05,"India, violence"
46888,46888,46888,46888,3712,ambition,2,India,male,6.424257998201208e-05,"India, male"
46907,46907,46907,46907,3731,deadly,2,India,violence,6.424257998201208e-05,"India, violence"
46938,46938,46938,46938,3762,wound,2,India,violence,6.424257998201208e-05,"India, violence"
46955,46955,46955,46955,3779,dominate,2,India,male,6.424257998201208e-05,"India, male"
47026,47026,47026,47026,3850,stallion,2,India,empowerment,6.424257998201208e-05,"India, empowerment"
47232,47232,47232,47232,4056,killing,2,India,violence,6.424257998201208e-05,"India, violence"
47253,47253,47253,47253,4077,millionaire,2,India,empowerment,6.424257998201208e-05,"India, empowerment"
47257,47257,47257,47257,4081,aggressive,2,India,male,6.424257998201208e-05,"India, male"
47416,47416,47416,47416,4240,smart,2,India,empowerment,6.424257998201208e-05,"India, empowerment"
47472,47472,47472,47472,4296,fearless,2,India,male,6.424257998201208e-05,"India, male"
47487,47487,47487,47487,4311,goddess,2,India,empowerment,6.424257998201208e-05,"India, empowerment"
47527,47527,47527,47527,4351,champion,2,India,male,6.424257998201208e-05,"India, male"
47638,47638,47638,47638,4462,sensitive,2,India,female,6.424257998201208e-05,"India, female"
47729,47729,47729,47729,4553,mr,2,India,male,6.424257998201208e-05,"India, male"
47754,47754,47754,47754,4578,crash,2,India,violence,6.424257998201208e-05,"India, violence"
47815,47815,47815,47815,4639,confident,2,India,male,6.424257998201208e-05,"India, male"
47840,47840,47840,47840,4664,angel,2,India,female,6.424257998201208e-05,"India, female"
47844,47844,47844,47844,4668,king,2,India,male,6.424257998201208e-05,"India, male"
47892,47892,47892,47892,4716,cheer,2,India,female,6.424257998201208e-05,"India, female"
48080,48080,48080,48080,4904,rage,1,India,violence,3.212128999100604e-05,"India, violence"
48114,48114,48114,48114,4938,kissing,1,India,female,3.212128999100604e-05,"India, female"
48404,48404,48404,48404,5228,breakthrough,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
48419,48419,48419,48419,5243,athletic,1,India,male,3.212128999100604e-05,"India, male"
48526,48526,48526,48526,5350,housewife,1,India,female,3.212128999100604e-05,"India, female"
48803,48803,48803,48803,5627,emotion,1,India,female,3.212128999100604e-05,"India, female"
49171,49171,49171,49171,5995,empowered,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
49199,49199,49199,49199,6023,submissive,1,India,female,3.212128999100604e-05,"India, female"
49374,49374,49374,49374,6198,grandfather,1,India,male,3.212128999100604e-05,"India, male"
49588,49588,49588,49588,6412,tender,1,India,female,3.212128999100604e-05,"India, female"
49871,49871,49871,49871,6695,chairperson,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
50065,50065,50065,50065,6889,chairman,1,India,male,3.212128999100604e-05,"India, male"
50593,50593,50593,50593,7417,racism,1,India,violence,3.212128999100604e-05,"India, violence"
50611,50611,50611,50611,7435,inspirational,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
50835,50835,50835,50835,7659,men,1,India,male,3.212128999100604e-05,"India, male"
50914,50914,50914,50914,7738,confidence,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
50915,50915,50915,50915,7739,murderer,1,India,violence,3.212128999100604e-05,"India, violence"
51124,51124,51124,51124,7948,businesswoman,1,India,empowerment,3.212128999100604e-05,"India, empowerment"
51213,51213,51213,51213,8037,superior,1,India,male,3.212128999100604e-05,"India, male"
51333,51333,51333,51333,8157,daughters,1,India,female,3.212128999100604e-05,"India, female"
51640,51640,51640,51640,8464,hostile,1,India,male,3.212128999100604e-05,"India, male"
51744,51744,51744,51744,8568,defense,1,India,violence,3.212128999100604e-05,"India, violence"
52094,52094,52094,52094,8918,virgin,1,India,female,3.212128999100604e-05,"India, female"
52173,52173,52173,52173,8997,violent,1,India,violence,3.212128999100604e-05,"India, violence"
52211,52211,52211,52211,9035,corrupt,1,India,violence,3.212128999100604e-05,"India, violence"
